AB078678,HIV1_08_BC
AB078681,HIV1_07_BC
AB078698,HIV1_08_BC
AB253660,HIV1_01_AE
AB253697,HIV1_01_AE
AB356197,HIV1_D
AB442313,HIV1_B
AB640150,HIV1_01_AE
AB640306,HIV1_B
AB640429,HIV1_A
AB703607,HIV1_35_AD
AB703608,HIV1_35_AD
AB703609,HIV1_35_AD
AB703613,HIV1_35_AD
AB703614,HIV1_35_AD
AB703615,HIV1_35_AD
AB716095,HIV1_35_AD
AB716099,HIV1_35_AD
AB716100,HIV1_35_AD
AB716108,HIV1_35_AD
AB716109,HIV1_35_AD
AB716111,HIV1_35_AD
AB716115,HIV1_35_AD
AB716123,HIV1_35_AD
AB716125,HIV1_35_AD
AB716127,HIV1_35_AD
AB716131,HIV1_35_AD
AB716139,HIV1_35_AD
AB716140,HIV1_35_AD
AB751434,HIV1_09_cpx
AB751439,HIV1_09_cpx
AB865706,HIV1_01_AE
AB867469,HIV1_B
AB868035,HIV1_B
AB868614,HIV1_B
AB895340,HIV1_01_AE
AB895347,HIV1_01_AE
AB896515,HIV1_01_AE
AB896613,HIV1_01_AE
AF005496,HIV1_H
AF009385,HIV1_01_AE
AF190127,HIV1_H
AF190128,HIV1_H
AF238244,HIV1_01_AE
AF308521,HIV1_12_BF
AF338977,HIV1_H
AF347257,HIV1_B
AF355337,HIV1_11_cpx
AF377959,HIV1_18_cpx
AF388134,HIV1_D
AF423756,HIV1_14_BG
AF423757,HIV1_14_BG
AF423758,HIV1_14_BG
AF423759,HIV1_14_BG
AF450096,HIV1_14_BG
AF460972,HIV1_13_cpx
AF460974,HIV1_13_cpx
AJ270544,HIV1_H
AJ287040,HIV1_11_cpx
AJ291718,HIV1_11_cpx
AJ291720,HIV1_11_cpx
AJ313390,HIV1_11_cpx
AJ313392,HIV1_02_AG
AJ313410,HIV1_H
AJ313411,HIV1_11_cpx
AJ577733,HIV1_F
AJ577863,HIV1_06_cpx
AJ577864,HIV1_06_cpx
AJ577880,HIV1_G
AJ577915,HIV1_11_cpx
AJ577968,HIV1_G
AJ583719,HIV1_02_AG
AJ634697,HIV1_11_cpx
AJ866553,HIV1_09_cpx
AM041008,HIV1_13_cpx
AM041041,HIV1_H
AM041043,HIV1_G
AM181805,HIV1_06_cpx
AM181807,HIV1_09_cpx
AM181808,HIV1_13_cpx
AM260254,HIV1_A
AM279391,HIV1_09_cpx
AM279452,HIV1_11_cpx
AM285274,HIV1_13_cpx
AM886181,HIV1_08_BC
AM886206,HIV1_08_BC
AM886215,HIV1_08_BC
AM903428,HIV1_11_cpx
AY008715,HIV1_08_BC
AY031363,HIV1_B
AY031986,HIV1_B
AY032036,HIV1_B
AY093603,HIV1_09_cpx
AY093604,HIV1_09_cpx
AY093605,HIV1_09_cpx
AY093607,HIV1_09_cpx
AY102484,HIV1_D
AY145793,HIV1_B
AY204315,HIV1_02_AG
AY275747,HIV1_31_BC
AY275765,HIV1_31_BC
AY365487,HIV1_12_BF
AY365488,HIV1_12_BF
AY365501,HIV1_12_BF
AY365506,HIV1_12_BF
AY365514,HIV1_12_BF
AY365546,HIV1_12_BF
AY365570,HIV1_12_BF
AY365584,HIV1_12_BF
AY365592,HIV1_12_BF
AY365593,HIV1_12_BF
AY365604,HIV1_12_BF
AY365643,HIV1_12_BF
AY365661,HIV1_12_BF
AY365676,HIV1_12_BF
AY365677,HIV1_12_BF
AY365682,HIV1_12_BF
AY365692,HIV1_12_BF
AY365701,HIV1_12_BF
AY365743,HIV1_12_BF
AY365748,HIV1_12_BF
AY365803,HIV1_12_BF
AY365828,HIV1_12_BF
AY365837,HIV1_12_BF
AY365864,HIV1_12_BF
AY365937,HIV1_12_BF
AY365939,HIV1_12_BF
AY365947,HIV1_12_BF
AY365961,HIV1_12_BF
AY365968,HIV1_12_BF
AY365974,HIV1_12_BF
AY365990,HIV1_12_BF
AY365993,HIV1_12_BF
AY366009,HIV1_12_BF
AY366012,HIV1_12_BF
AY366034,HIV1_12_BF
AY366048,HIV1_12_BF
AY371149,HIV1_11_cpx
AY371150,HIV1_11_cpx
AY371154,HIV1_13_cpx
AY371159,HIV1_22_01A1
AY371165,HIV1_22_01A1
AY390200,HIV1_F
AY428714,HIV1_D
