AB201226,ALPHA_2_HPV
AB211993,ALPHA_4_HPV
AB361563,ALPHA_4_HPV
AB542808,ALPHA_14_HPV
AF151983,ALPHA_3_HPV
AF293960,ALPHA_3_HPV
AF349909,ALPHA_3_HPV
AF402678,ALPHA_9_HPV
AF436128,ALPHA_3_HPV
AF436130,ALPHA_10_HPV
AJ400628,ALPHA_3_HPV
AJ620209,ALPHA_3_HPV
AJ620211,ALPHA_2_HPV
AY330620,ALPHA_14_HPV
AY330621,ALPHA_14_HPV
AY330622,ALPHA_14_HPV
AY330623,ALPHA_14_HPV
AY395706,ALPHA_3_HPV
DQ080079,ALPHA_7_HPV
DQ080080,ALPHA_7_HPV
DQ080082,ALPHA_14_HPV
DQ080083,ALPHA_3_HPV
DQ344807,ALPHA_10_HPV
EF117890,ALPHA_4_HPV
EF117891,ALPHA_4_HPV
EF202145,ALPHA_7_HPV
EF202147,ALPHA_7_HPV
EF202148,ALPHA_7_HPV
EF202150,ALPHA_7_HPV
EF202153,ALPHA_7_HPV
EF202154,ALPHA_7_HPV
EF202156,ALPHA_7_HPV
EF202158,ALPHA_7_HPV
EF202162,ALPHA_7_HPV
EF202164,ALPHA_7_HPV
EF202165,ALPHA_7_HPV
EF202167,ALPHA_7_HPV
EF202168,ALPHA_7_HPV
EF362754,ALPHA_4_HPV
EF362755,ALPHA_4_HPV
FJ006723,ALPHA_9_HPV
FJ385267,ALPHA_9_HPV
FJ610146,ALPHA_9_HPV
FN547152,ALPHA_2_HPV
FN907959,ALPHA_10_HPV
FN907960,ALPHA_10_HPV
FN907963,ALPHA_10_HPV
FR751325,ALPHA_10_HPV
FR751326,ALPHA_10_HPV
FR751331,ALPHA_10_HPV
FR751332,ALPHA_10_HPV
FR751338,ALPHA_10_HPV
GQ180784,ALPHA_7_HPV
GQ180785,ALPHA_7_HPV
GQ180786,ALPHA_7_HPV
GQ244463,ALPHA_3_HPV
GQ246950,ALPHA_2_HPV
GU117628,ALPHA_2_HPV
HE574701,ALPHA_10_HPV
HE574702,ALPHA_10_HPV
HE574704,ALPHA_10_HPV
HE599231,ALPHA_10_HPV
HE599234,ALPHA_10_HPV
HE599238,ALPHA_10_HPV
HE599241,ALPHA_10_HPV
HE599243,ALPHA_10_HPV
HE962367,ALPHA_10_HPV
HQ537673,ALPHA_9_HPV
HQ537677,ALPHA_9_HPV
HQ537686,ALPHA_9_HPV
HQ537708,ALPHA_9_HPV
HQ537709,ALPHA_9_HPV
HQ537716,ALPHA_9_HPV
HQ537742,ALPHA_9_HPV
HQ537747,ALPHA_9_HPV
HQ537754,ALPHA_9_HPV
HQ537780,ALPHA_9_HPV
HQ644240,ALPHA_9_HPV
HQ644249,ALPHA_9_HPV
HQ644267,ALPHA_9_HPV
HQ644294,ALPHA_9_HPV
JN252323,ALPHA_10_HPV
JQ004098,ALPHA_9_HPV
JX129487,ALPHA_9_HPV
KC138720,ALPHA_2_HPV
M62849,ALPHA_7_HPV
NC_001352,ALPHA_4_HPV
NC_001576,ALPHA_2_HPV
NC_001694,ALPHA_3_HPV
NC_004104,ALPHA_14_HPV
U21941,ALPHA_7_HPV
U31783,ALPHA_2_HPV
U31784,ALPHA_2_HPV
X55965,ALPHA_4_HPV
X74462,ALPHA_2_HPV
X74473,ALPHA_4_HPV
X94164,ALPHA_3_HPV
Y15175,ALPHA_2_HPV
EF177177,ALPHA_6_HPV
EF177178,ALPHA_6_HPV
EF177179,ALPHA_6_HPV
EF177180,ALPHA_6_HPV
EF177181,ALPHA_6_HPV
EF177183,ALPHA_6_HPV
EF177184,ALPHA_6_HPV
EF177185,ALPHA_6_HPV
EF177186,ALPHA_6_HPV
EF177188,ALPHA_6_HPV
EF177190,ALPHA_6_HPV
EF177191,ALPHA_6_HPV
EF546470,ALPHA_6_HPV
EF546471,ALPHA_6_HPV
EF546480,ALPHA_6_HPV
EF546481,ALPHA_6_HPV
GQ472849,ALPHA_6_HPV
NC_001593,ALPHA_6_HPV
U31794,ALPHA_6_HPV
X74483,ALPHA_6_HPV
